sample	strain	publication	study	study_id	year	location	lat	lon	copynumber	more_than1	presence	period
DrosEu-19	TR_Ank_Yes_1_2017-06-07	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Turkey	40.231444	32.260328	0.2571984697955921	724	absent	2017-2019
DrosEu-155	RU_Nov_Val_1_2018-08-28	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Russia	58.02444	33.235277	0.25690065090784514	121	absent	2017-2019
SRR23103885	mel82	https://doi.org/10.1126/sciadv.adh3425	PRJNA924926	Chen2024	2017	Harbin, Heilongjiang	45	126	0.2564940047961631	383	absent	2017-2019
DrosEu-148	UA_Ode_Ode_1_2018-09-15	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Ukraine	46.441227	30.771592	0.25568585131894483	145	absent	2017-2019
SRR3590549	ES_ba_12_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2012	Spain	41	2	0.2553187164554071	727	absent	2010-2017
SRR105048	CO16-3_2	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2004	Cameroon	6	10	0.2549804727646454	317	absent	<2010
DrosEu-207	GB_Nor_Mar_2_2017-10-10	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	United Kingdom	52.46086111	0.95902778	0.25491652392371816	440	absent	2017-2019
DrosEu-220	UA_Che_Uma_1_2017-10-07	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Ukraine	48.76224	30.244566	0.2545769099006509	642	absent	2017-2019
SRR189041	CO1_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2004	Cameroon	6	10	0.25335605801073424	967	absent	<2010
SRR23103886	mel121	https://doi.org/10.1126/sciadv.adh3425	PRJNA924964	Chen2024	2017	Jinan, Shandong	36	117	0.2527225077081192	357	absent	2017-2019
SRR3939080	MA_la_14_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	USA	42	-72	0.25139225762247347	539	absent	2010-2017
DrosEu-153	UA_Che_Uma_1_2018-09-21	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Ukraine	48.76224	30.244566	0.25118750713714744	824	absent	2017-2019
DrosEu-206	GB_Nor_Mar_1_2017-10-10	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	United Kingdom	52.46086111	0.95902778	0.25081397738951694	418	absent	2017-2019
SRR23103816	mel162	https://doi.org/10.1126/sciadv.adh3425	PRJNA925003	Chen2024	2017	Shihezi, Xinjiang	40	86	0.25077183967112027	301	absent	2017-2019
DrosEu-216	AU_Vic_Tah_1_2017-12-04	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Australia	-36.835805	145.095787	0.2505707434052758	634	absent	2017-2019
SRR1663605	ZW140	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	1993	Zimbabwe	-19	29	0.2498988237981044	151	absent	<2010
SRR189382	RG21N_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2008	Rwanda	-2	29	0.2497081192189106	1016	absent	<2010
SRR189122	GU9_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2005	Guinea	11	12	0.24906451981272124	880	absent	<2010
DrosEu-177	UA_Ode_Ode_1_2019-09-06	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Ukraine	46.441227	30.771592	0.24817597350690876	666	absent	2017-2019
DrosEu-147	UA_Ode_Ode_1_2018-08-15	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Ukraine	46.441227	30.771592	0.24740721708347607	314	absent	2017-2019
SRR3939051	WI_cp_13_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2013	USA	43	-90	0.24712355829622015	608	absent	2010-2017
SRR23103796	mel18	https://doi.org/10.1126/sciadv.adh3425	PRJNA924862	Chen2024	2017	Dandong, Liaoning	40	124	0.24552118305355716	577	absent	2017-2019
SRR3939086	KA_to_14_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	USA	39	-96	0.24352929085303185	389	absent	2010-2017
SRR189412	UG19_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2005	Uganda	1	33	0.24281511933310496	846	absent	<2010
SRR3939042	CA_es_12_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2012	USA	39	-122	0.24258307639602603	735	absent	2010-2017
DrosEu-131	UA_Ode_Ode_1_2020-09-28	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Ukraine	46.441227	30.771592	0.2419547790339157	7	absent	2020-2021
SRR3939083	PA_st_14_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	USA	41	-78	0.24132533972821743	440	absent	2010-2017
SRR189426	ZI468_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2010	Zambia	-17	29	0.2404665981500514	963	absent	2010-2017
SRR8494476	RU_Ale_16_22	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Russia	56	39	0.2388972250770812	172	absent	2010-2017
DrosEu-111	CH_Vau_Vul_1_2020-07-29	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Switzerland	46.93947	7.05332	0.23857428343039855	291	absent	2020-2021
SRR189077	ED6N_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2008	Ethiopia	7	39	0.23713098092954207	831	absent	<2010
SRR3939081	CA_st_12_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2012	USA	38	-121	0.23685131894484412	527	absent	2010-2017
SRR306634	RG13N_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2008	Rwanda	-2	29	0.23649480415667465	841	absent	<2010
SRR3939047	CA_st_13_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2013	USA	38	-121	0.2359674546077424	697	absent	2010-2017
DrosEu-154	UA_Kha_Kha_1_2018-09-24	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Ukraine	49.990083	36.230678	0.23390236382322713	385	absent	2017-2019
SRR1663557	I33	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2004	Ithaca, USA	42	-76	0.23276601575882153	66	absent	<2010
SRR3590548	ES_ba_12_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2012	Spain	41	2	0.2326273838072399	585	absent	2010-2017
DrosEu-109	CH_Vau_Vul_1_2019-07-17	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Switzerland	46.93947	7.05332	0.2320752540824483	536	absent	2017-2019
SRR3939099	PA_li_15_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	USA	40	-75	0.2301642114879525	345	absent	2010-2017
DrosEu-219	UA_Kie_Vys_1_2017-10-19	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Ukraine	50.383359	30.367921	0.2284290282060066	464	absent	2017-2019
DrosEu-143	UA_Che_Uma_1_2019-10-14	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Ukraine	48.76224	30.244566	0.22698789539796735	246	absent	2017-2019
DrosEu-230	UA_Che_Var_1_2018-09-03	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Ukraine	50.48469444	32.71425	0.2266128811236725	849	absent	2017-2019
SRR23103773	mel96	https://doi.org/10.1126/sciadv.adh3425	PRJNA924940	Chen2024	2017	Tianshui, Gansu	34	105	0.22656640401964143	457	absent	2017-2019
SRR3939052	WI_cp_13_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2013	USA	43	-90	0.22652997601918465	382	absent	2010-2017
SRR23103869	mel112	https://doi.org/10.1126/sciadv.adh3425	PRJNA924955	Chen2024	2017	Jinan, Shandong	36	117	0.2261816832248487	274	absent	2017-2019
SRR189245	KN35_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2009	Kenya	0	36	0.22533390430512731	776	absent	<2010
SRR8494470	ES_Gim_16_33	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Spain	42	0	0.2241382893685052	440	absent	2010-2017
SRR5647769	ES_Gim_14_34	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	Spain	42	1	0.22295363709032776	278	absent	2010-2017
SRR3939054	CA_pl_12_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2012	USA	39	-121	0.2223394998287085	631	absent	2010-2017
SRR1663546	I06	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2004	Ithaca, USA	42	-76	0.2220429370789083	680	absent	<2010
SRR189422	ZK84_1	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	1994	Zimbabwe	-17	29	0.2205166152792052	501	absent	<2010
SRR189075	ED56-2_1	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2008	Ethiopia	7	39	0.22017939933767272	539	absent	<2010
SRR3939053	UA_od_13_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2013	Ukraine	46	31	0.21991789425602376	346	absent	2010-2017
SRR189262	KT6_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2009	Kenya	-1	37	0.2185920977503711	720	absent	<2010
DrosEu-20	TR_Ank_Yes_1_2017-06-30	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Turkey	40.231445	32.260329	0.21794461573598264	326	absent	2017-2019
SRR1525697	NC_ra_03_n	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2003	USA	36	-79	0.21748486924745916	453	absent	<2010
SRR1663548	I13	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2004	Ithaca, USA	42	-76	0.216225762247345	319	absent	<2010
SRR3939103	CA_es_12_frost	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2012	USA	39	-122	0.2161289254310837	609	absent	2010-2017
SRR189263	NG10N_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2004	Nigeria	12	13	0.21576944158958547	664	absent	<2010
SRR189391	RG35_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2008	Rwanda	-2	29	0.21477709261162495	473	absent	<2010
SRR189395	RG38N_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2008	Rwanda	-2	29	0.21448829507822317	828	absent	<2010
SRR3939088	VA_ch_15_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	USA	38	-78	0.21446751170492176	324	absent	2010-2017
SRR097730	GA187_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2002	Gabon	-2	14	0.21385702866278403	740	absent	<2010
SRR5647776	ES_Gim_14_35	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	Spain	42	1	0.21378862624186365	229	absent	2010-2017
SRR3939085	KA_to_14_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	USA	39	-96	0.21349434737923947	248	absent	2010-2017
DrosEu-129	UA_Kie_Vys_1_2020-09-21	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Ukraine	50.383359	30.367921	0.2131706063720452	97	absent	2020-2021
DrosEu-208	FR_Ess_Vil_1_2017-08-24	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	France	48.75	2.158	0.2122589928057554	244	absent	2017-2019
DrosEu-213	GB_Nor_Mar_3_2017-10-10	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	United Kingdom	52.46086111	0.95902778	0.21170583533173465	368	absent	2017-2019
DrosEu-202	RU_Nov_Val_1_2017-10-01	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Russia	58.02444	33.235277	0.2114807582505424	370	absent	2017-2019
SRR8494428	UA_Kyi_16_45	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Ukraine	50	30	0.20664508393285372	344	absent	2010-2017
SRR189390	RG34_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2008	Rwanda	-2	29	0.2065924403334475	661	absent	<2010
SRR1663549	I16	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2004	Ithaca, USA	42	-76	0.20557268470937537	620	absent	<2010
SRR23103935	mel106	https://doi.org/10.1126/sciadv.adh3425	PRJNA924950	Chen2024	2017	Baotou, Inner Mongolia	40	110	0.20499714514103004	278	absent	2017-2019
DrosEu-95	DE_Bay_Mun_1_2020-09-05	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Germany	48.18	11.61	0.20428605686879067	62	absent	2020-2021
SRR3590559	NY_it_12_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2012	USA	42	-77	0.20383818659358227	547	absent	2010-2017
DrosEu-123	UA_Che_Var_1_2020-10-11	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Ukraine	50.492583	32.714147	0.2035265501884207	2	absent	2020-2021
SRR23876567	H7	https://doi.org/10.1371/journal.pbio.3002333	PRJNA945389	Shpak2023	1933	Lund, Sweden	55	13	0.20305972364965172	47	absent	<2010
DrosEu-165	FI_Pir_Aka_1_2019-08-25	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Finland	61.1	23.5	0.20235594381637548	218	absent	2017-2019
SRR3590562	WI_cp_12_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2012	USA	43	-90	0.2009496402877698	355	absent	2010-2017
DrosEu-237	DK_Mid_Kar_1_2019-10-01	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Denmark	55.945128	10.212586	0.2001112253054699	218	absent	2017-2019
SRR8439169	UA_Cho_15_68	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	51	29	0.19825545278063264	229	absent	2010-2017
SRR189377	RG15_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2008	Rwanda	-2	29	0.1982132008678771	575	absent	<2010
SRR3939101	CA_tu_12_frost	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2012	USA	38	-120	0.19784252597921664	511	absent	2010-2017
SRR306618	ZO12_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2010	Zambia	-12	26	0.1978102089756766	489	absent	2010-2017
DrosEu-134	HU_Pes_Pil_1_2018-10-30	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Hungary	47.617361	18.892002	0.19745369418750713	5	absent	2017-2019
DrosEu-105	DE_Bay_Wue_1_2020-07-18	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Germany	49.780082	9.974293	0.19697944501541623	291	absent	2020-2021
SRR1663586	T14A	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2003	Tasmania, Australia	-43	147	0.19641075710859884	278	absent	<2010
SRR3939098	PA_li_15_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	USA	40	-75	0.19556503368733583	368	absent	2010-2017
SRR1663543	I02	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2004	Ithaca, USA	42	-76	0.195275094210346	221	absent	<2010
SRR3939046	CA_tu_13_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2013	USA	38	-120	0.19496220166723763	585	absent	2010-2017
SRR23103932	mel20	https://doi.org/10.1126/sciadv.adh3425	PRJNA924864	Chen2024	2017	Dandong, Liaoning	40	124	0.19422804613452097	211	absent	2017-2019
DrosEu-199	RS_Sre_Sla_1_2017-09-28	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Serbia	45.13	20.25	0.1938556583304785	258	absent	2017-2019
SRR1663603	ZW09	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	1993	Zimbabwe	-19	29	0.19378029005367137	144	absent	<2010
DrosEu-114	DK_Mid_Kar_1_2020-07-31	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Denmark	55.945128	10.212586	0.19372878839785315	202	absent	2020-2021
SRR1663541	B59	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	1995	Beijing, China	40	116	0.19298504053899737	550	absent	<2010
SRR3939076	VA_ch_14_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	USA	38	-78	0.1919368505195843	185	absent	2010-2017
SRR3939096	PA_li_14_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	USA	40	-75	0.19186901907045792	194	absent	2010-2017
SRR1663567	N11	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2003	Netherlands	52	5	0.19150416809409615	319	absent	<2010
DrosEu-112	CH_Vau_Vul_1_2020-09-15	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Switzerland	46.93947	7.05332	0.19126207605344295	50	absent	2020-2021
DrosEu-181	UA_Kie_Kop_1_2019-09-06	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Ukraine	51.351861	30.126111	0.19046785428799817	368	absent	2017-2019
SRR8494432	UK_Mar_16_53	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	United Kingdom	52	-1	0.18951455978074683	308	absent	2010-2017
SRR8494425	UA_Uma_16_50	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Ukraine	49	30	0.18836759164097297	270	absent	2010-2017
DrosEu-166	FI_Pir_Aka_1_2019-07-19	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Finland	61.1	23.5	0.1873038711887633	273	absent	2017-2019
SRR8494427	UA_Ode_16_47	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Ukraine	46	31	0.18690853031860225	245	absent	2010-2017
SRR8494463	TR_Yes_16_42	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Turkey	40	32	0.18670377983327624	272	absent	2010-2017
SRR3590552	AT_gr_12_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2012	Austria	48	16	0.18636702066917896	436	absent	2010-2017
DrosEu-192	DE_Bad_Bro_1_2018-06-26	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Germany	48.217898	7.819194	0.18613634806440563	170	absent	2017-2019
SRR1663529	B10	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	1995	Beijing, China	40	116	0.18601221879639143	83	absent	<2010
SRR3939049	CA_tu_13_frost	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2013	USA	38	-120	0.1857596208747288	472	absent	2010-2017
SRR3590550	VA_ch_12_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2012	USA	38	-78	0.1855347721822542	138	absent	2010-2017
DrosEu-174	DK_Mid_Kar_1_2018-06-30	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Denmark	55.945128	10.212586	0.18519618590841613	298	absent	2017-2019
DrosEu-98	FR_Cot_Vie_1_2019-10-19	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	France	47.26735	5.45608	0.1850259221194473	100	absent	2017-2019
DrosEu-128	UA_Che_Uma_1_2020-08-19	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Ukraine	48.76224	30.244566	0.18304316546762592	83	absent	2020-2021
SRR8494462	ES_Pur_16_35	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Spain	37	-3	0.18236667808610257	214	absent	2010-2017
SRR1663576	N23	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2003	Netherlands	52	5	0.18197019527235356	235	absent	<2010
SRR23876568	H8	https://doi.org/10.1371/journal.pbio.3002333	PRJNA945389	Shpak2023	1933	Lund, Sweden	55	13	0.181723192874272	47	absent	<2010
SRR8439140	UA_Ode_15_66	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	46	31	0.181570629210917	212	absent	2010-2017
DrosEu-197	MA_Ori_Nad_1_2016-10-04	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2016	Morocco	35.032167	-2.394361	0.18141783715884435	5	absent	2010-2017
DrosEu-198	RS_Sre_Sla_1_2017-06-28	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Serbia	45.13	20.25	0.18084892086330936	19	absent	2017-2019
SRR8494422	UA_Uma_16_51	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Ukraine	49	30	0.1808170606372045	245	absent	2010-2017
SRR1663554	I26	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2004	Ithaca, USA	42	-76	0.17979901792851433	613	absent	<2010
SRR3939087	VA_ch_15_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	USA	38	-78	0.1797931940162156	219	absent	2010-2017
DrosEu-94	DE_Bay_Mun_1_2019-09-02	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Germany	48.18	11.61	0.17957028662784058	3	absent	2017-2019
SRR3939043	CA_es_12_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2012	USA	39	-122	0.1784643142628754	386	absent	2010-2017
SRR189050	CO4N_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2004	Cameroon	6	10	0.17843793536599292	547	absent	<2010
SRR8494469	UA_Var_16_60	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Ukraine	50	33	0.17836850519584332	239	absent	2010-2017
SRR1663582	T05	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2003	Tasmania, Australia	-43	147	0.17776281831677515	228	absent	<2010
SRR189267	NG7_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2004	Nigeria	12	13	0.17766461116820828	592	absent	<2010
SRR306630	RG39_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2008	Rwanda	-2	29	0.17758159186936165	575	absent	<2010
SRR8494456	IT_Tre_16_15	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Italy	46	11	0.1769232613908873	151	absent	2010-2017
SRR8494447	FR_Got_16_8	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	France	45	5	0.1765934680826767	302	absent	2010-2017
DrosEu-222	UA_Kie_Vys_1_2017-09-26	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Ukraine	50.383359	30.367921	0.17604213771839672	254	absent	2017-2019
SRR1663568	N13	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2003	Netherlands	52	5	0.17467854287998172	221	absent	<2010
DrosEu-176	UA_Kie_Cho_1_2019-09-06	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Ukraine	51.375003	30.139258	0.1744160100491036	31	absent	2017-2019
SRR8439167	UA_Yal_15_63	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	45	34	0.17439317117734385	188	absent	2010-2017
SRR3939092	ON_su_15_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Canada	47	-81	0.17354801872787484	184	absent	2010-2017
SRR8494431	UA_Cho_16_54	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Ukraine	51	30	0.1729811579307982	134	absent	2010-2017
SRR8494455	PO_Gda_16_16	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Poland	54	19	0.1727740093639374	227	absent	2010-2017
SRR8494478	UK_Dai_16_23	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	United Kingdom	56	-3	0.1723434966312664	218	absent	2010-2017
DrosEu-113	CH_Vau_Vul_1_2018-09-18	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Switzerland	46.93947	7.05332	0.17199040767386092	0	absent	2017-2019
SRR8494424	UA_Pyr_16_49	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Ukraine	51	33	0.1718620532145712	142	absent	2010-2017
SRR3939055	UA_od_13_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2013	Ukraine	46	31	0.17170081077994748	122	absent	2010-2017
SRR189093	FR229_2-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2010	France	46	5	0.171671006052301	564	absent	2010-2017
SRR1663594	T36B	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2003	Tasmania, Australia	-43	147	0.17156617563092383	325	absent	<2010
SRR3939102	CA_pl_12_frost	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2012	USA	39	-121	0.17132157131437706	383	absent	2010-2017
DrosEu-234	DK_Mid_Kar_1_2017-08-08	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Denmark	55.945128	10.212586	0.1711385177572228	275	absent	2017-2019
SRR3590556	MA_la_12_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2012	USA	42	-72	0.17098812378668493	283	absent	2010-2017
SRR189268	NG9_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2004	Nigeria	12	13	0.17081317802900536	446	absent	<2010
SRR8494466	UA_Kyi_16_44	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Ukraine	50	30	0.17055030261505083	167	absent	2010-2017
DrosEu-221	UA_Che_Uma_1_2017-09-16	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Ukraine	48.76224	30.244566	0.16998367020669178	301	absent	2017-2019
SRR1663560	I38	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2004	Ithaca, USA	42	-76	0.16982699554642	118	absent	<2010
SRR3939091	ON_su_15_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Canada	47	-81	0.16927429484983442	128	absent	2010-2017
SRR8494437	DK_Kar_16_4	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Denmark	56	10	0.1685425373986525	190	absent	2010-2017
SRR8494430	UA_Kyi_16_59	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Ukraine	50	30	0.16841749457576796	190	absent	2010-2017
SRR189269	RC1_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2008	Rwanda	-2	28	0.1680172433481786	504	absent	<2010
SRR8494423	TR_Yes_16_52	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Turkey	40	32	0.16789162955350004	205	absent	2010-2017
SRR8494444	UA_Cho_16_55	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Ukraine	51	30	0.167601804270869	168	absent	2010-2017
SRR1663589	T24	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2003	Tasmania, Australia	-43	147	0.16746282973621102	274	absent	<2010
