sample	strain	publication	study	study_id	year	location	lat	lon
SRR23103906	mel65	https://doi.org/10.1126/sciadv.adh3425	PRJNA924909	Chen2024	2017	Changsha, Hunan	28	113
SRR23103905	mel66	https://doi.org/10.1126/sciadv.adh3425	PRJNA924910	Chen2024	2017	Changsha, Hunan	28	113
SRR23103904	mel67	https://doi.org/10.1126/sciadv.adh3425	PRJNA924911	Chen2024	2017	Changsha, Hunan	28	113
SRR23103903	mel68	https://doi.org/10.1126/sciadv.adh3425	PRJNA924912	Chen2024	2017	Hengyang, Hunan	27	112
SRR23103902	mel69	https://doi.org/10.1126/sciadv.adh3425	PRJNA924913	Chen2024	2017	Fuyuan, Heilongjiang	48	130
SRR23103900	mel70	https://doi.org/10.1126/sciadv.adh3425	PRJNA924914	Chen2024	2017	Fuyuan, Heilongjiang	48	130
SRR23103899	mel71	https://doi.org/10.1126/sciadv.adh3425	PRJNA924915	Chen2024	2017	Fuyuan, Heilongjiang	48	130
SRR23103898	mel72	https://doi.org/10.1126/sciadv.adh3425	PRJNA924916	Chen2024	2017	Fuyuan, Heilongjiang	48	130
SRR23103896	mel73	https://doi.org/10.1126/sciadv.adh3425	PRJNA924917	Chen2024	2017	Fuyuan, Heilongjiang	48	130
SRR23103895	mel74	https://doi.org/10.1126/sciadv.adh3425	PRJNA924918	Chen2024	2017	Urumqi, Xinjiang	43	87
SRR23103894	mel75	https://doi.org/10.1126/sciadv.adh3425	PRJNA924919	Chen2024	2017	Urumqi, Xinjiang	43	87
SRR23103893	mel76	https://doi.org/10.1126/sciadv.adh3425	PRJNA924920	Chen2024	2017	Urumqi, Xinjiang	43	87
SRR23103892	mel77	https://doi.org/10.1126/sciadv.adh3425	PRJNA924921	Chen2024	2017	Urumqi, Xinjiang	43	87
SRR23103891	mel78	https://doi.org/10.1126/sciadv.adh3425	PRJNA924922	Chen2024	2017	Urumqi, Xinjiang	43	87
SRR23103890	mel79	https://doi.org/10.1126/sciadv.adh3425	PRJNA924923	Chen2024	2017	Harbin, Heilongjiang	45	126
SRR23103888	mel80	https://doi.org/10.1126/sciadv.adh3425	PRJNA924924	Chen2024	2017	Harbin, Heilongjiang	45	126
SRR23103887	mel81	https://doi.org/10.1126/sciadv.adh3425	PRJNA924925	Chen2024	2017	Harbin, Heilongjiang	45	126
SRR23103885	mel82	https://doi.org/10.1126/sciadv.adh3425	PRJNA924926	Chen2024	2017	Harbin, Heilongjiang	45	126
SRR23103884	mel83	https://doi.org/10.1126/sciadv.adh3425	PRJNA924927	Chen2024	2017	Harbin, Heilongjiang	45	126
SRR23103883	mel84	https://doi.org/10.1126/sciadv.adh3425	PRJNA924928	Chen2024	2017	Jiamusi, Heilongjiang	46	130
SRR23103882	mel85	https://doi.org/10.1126/sciadv.adh3425	PRJNA924929	Chen2024	2017	Jiamusi, Heilongjiang	46	130
SRR23103881	mel86	https://doi.org/10.1126/sciadv.adh3425	PRJNA924930	Chen2024	2017	Jiamusi, Heilongjiang	46	130
SRR23103784	mel87	https://doi.org/10.1126/sciadv.adh3425	PRJNA924931	Chen2024	2017	Jiamusi, Heilongjiang	46	130
SRR23103783	mel88	https://doi.org/10.1126/sciadv.adh3425	PRJNA924932	Chen2024	2017	Jiamusi, Heilongjiang	46	130
SRR23103782	mel89	https://doi.org/10.1126/sciadv.adh3425	PRJNA924933	Chen2024	2017	Chifeng, Inner Mongolia	42	118
SRR23103780	mel90	https://doi.org/10.1126/sciadv.adh3425	PRJNA924934	Chen2024	2017	Chifeng, Inner Mongolia	42	118
SRR23103778	mel91	https://doi.org/10.1126/sciadv.adh3425	PRJNA924935	Chen2024	2017	Chifeng, Inner Mongolia	42	118
SRR23103777	mel92	https://doi.org/10.1126/sciadv.adh3425	PRJNA924936	Chen2024	2017	Chifeng, Inner Mongolia	42	118
SRR23103776	mel93	https://doi.org/10.1126/sciadv.adh3425	PRJNA924937	Chen2024	2017	Chifeng, Inner Mongolia	42	118
SRR23103775	mel94	https://doi.org/10.1126/sciadv.adh3425	PRJNA924938	Chen2024	2017	Xining, Qinghai	36	101
SRR23103774	mel95	https://doi.org/10.1126/sciadv.adh3425	PRJNA924939	Chen2024	2017	Tianshui, Gansu	34	105
SRR23103773	mel96	https://doi.org/10.1126/sciadv.adh3425	PRJNA924940	Chen2024	2017	Tianshui, Gansu	34	105
SRR23103772	mel97	https://doi.org/10.1126/sciadv.adh3425	PRJNA924941	Chen2024	2017	Tianshui, Gansu	34	105
SRR23103771	mel98	https://doi.org/10.1126/sciadv.adh3425	PRJNA924942	Chen2024	2017	Tianshui, Gansu	34	105
SRR23103770	mel99	https://doi.org/10.1126/sciadv.adh3425	PRJNA924943	Chen2024	2017	Longnan, Gansu	34	105
SRR23103967	mel100	https://doi.org/10.1126/sciadv.adh3425	PRJNA924944	Chen2024	2017	Weinan, Shaanxi	30	109
SRR23103956	mel101	https://doi.org/10.1126/sciadv.adh3425	PRJNA924945	Chen2024	2017	Weinan, Shaanxi	30	109
SRR23103945	mel102	https://doi.org/10.1126/sciadv.adh3425	PRJNA924946	Chen2024	2017	Weinan, Shaanxi	30	109
SRR23103806	mel103	https://doi.org/10.1126/sciadv.adh3425	PRJNA924947	Chen2024	2017	Weinan, Shaanxi	30	109
SRR23103795	mel104	https://doi.org/10.1126/sciadv.adh3425	PRJNA924948	Chen2024	2017	Baotou, Inner Mongolia	40	110
SRR23103978	mel105	https://doi.org/10.1126/sciadv.adh3425	PRJNA924949	Chen2024	2017	Baotou, Inner Mongolia	40	110
SRR23103935	mel106	https://doi.org/10.1126/sciadv.adh3425	PRJNA924950	Chen2024	2017	Baotou, Inner Mongolia	40	110
SRR23103924	mel107	https://doi.org/10.1126/sciadv.adh3425	PRJNA924951	Chen2024	2017	Baotou, Inner Mongolia	40	110
SRR23103913	mel108	https://doi.org/10.1126/sciadv.adh3425	PRJNA924952	Chen2024	2017	Baotou, Inner Mongolia	40	110
SRR23104034	mel109	https://doi.org/10.1126/sciadv.adh3425	PRJNA924953	Chen2024	2017	Jinan, Shandong	36	117
SRR23103880	mel110	https://doi.org/10.1126/sciadv.adh3425	PRJNA924954	Chen2024	2017	Jinan, Shandong	36	117
SRR23103869	mel112	https://doi.org/10.1126/sciadv.adh3425	PRJNA924955	Chen2024	2017	Jinan, Shandong	36	117
SRR23103858	mel113	https://doi.org/10.1126/sciadv.adh3425	PRJNA924956	Chen2024	2017	Jinan, Shandong	36	117
SRR23104011	mel114	https://doi.org/10.1126/sciadv.adh3425	PRJNA924957	Chen2024	2017	Jiayuguan, Gansu	39	98
SRR23103999	mel115	https://doi.org/10.1126/sciadv.adh3425	PRJNA924958	Chen2024	2017	Jiayuguan, Gansu	39	98
SRR23103988	mel116	https://doi.org/10.1126/sciadv.adh3425	PRJNA924959	Chen2024	2017	Jiayuguan, Gansu	39	98
SRR23103845	mel117	https://doi.org/10.1126/sciadv.adh3425	PRJNA924960	Chen2024	2017	Jiayuguan, Gansu	39	98
SRR23103834	mel118	https://doi.org/10.1126/sciadv.adh3425	PRJNA924961	Chen2024	2017	Jiayuguan, Gansu	39	98
SRR23103823	mel119	https://doi.org/10.1126/sciadv.adh3425	PRJNA924962	Chen2024	2017	Yantai, Shandong	37	120
SRR23103897	mel120	https://doi.org/10.1126/sciadv.adh3425	PRJNA924963	Chen2024	2017	Yantai, Shandong	37	120
SRR23103886	mel121	https://doi.org/10.1126/sciadv.adh3425	PRJNA924964	Chen2024	2017	Jinan, Shandong	36	117
SRR23103779	mel122	https://doi.org/10.1126/sciadv.adh3425	PRJNA924965	Chen2024	2017	Jinan, Shandong	36	117
SRR23103768	mel123	https://doi.org/10.1126/sciadv.adh3425	PRJNA924966	Chen2024	2017	Yantai, Shandong	37	120
SRR23103764	mel124	https://doi.org/10.1126/sciadv.adh3425	PRJNA924967	Chen2024	2017	Yanji, Jilin	42	129
SRR23103763	mel125	https://doi.org/10.1126/sciadv.adh3425	PRJNA924968	Chen2024	2017	Yanji, Jilin	42	129
SRR23103762	mel126	https://doi.org/10.1126/sciadv.adh3425	PRJNA924969	Chen2024	2017	Yanji, Jilin	42	129
SRR23103761	mel127	https://doi.org/10.1126/sciadv.adh3425	PRJNA924970	Chen2024	2017	Yanji, Jilin	42	129
SRR23103760	mel128	https://doi.org/10.1126/sciadv.adh3425	PRJNA924971	Chen2024	2017	Yanji, Jilin	42	129
SRR23103759	mel129	https://doi.org/10.1126/sciadv.adh3425	PRJNA924972	Chen2024	2017	Taian, Shandong	36	116
SRR23103757	mel130	https://doi.org/10.1126/sciadv.adh3425	PRJNA924973	Chen2024	2017	Taian, Shandong	36	116
SRR23103756	mel131	https://doi.org/10.1126/sciadv.adh3425	PRJNA924974	Chen2024	2017	Taian, Shandong	36	116
SRR23103755	mel132	https://doi.org/10.1126/sciadv.adh3425	PRJNA924975	Chen2024	2017	Taian, Shandong	36	116
SRR23103753	mel133	https://doi.org/10.1126/sciadv.adh3425	PRJNA924976	Chen2024	2017	Taian, Shandong	36	116
SRR23103976	mel134	https://doi.org/10.1126/sciadv.adh3425	PRJNA924977	Chen2024	2017	Guide County, Qinghai	36	101
SRR23103975	mel135	https://doi.org/10.1126/sciadv.adh3425	PRJNA924978	Chen2024	2017	Guide County, Qinghai	36	101
SRR23103974	mel136	https://doi.org/10.1126/sciadv.adh3425	PRJNA924979	Chen2024	2017	Guide County, Qinghai	36	101
SRR23103973	mel137	https://doi.org/10.1126/sciadv.adh3425	PRJNA924980	Chen2024	2017	Guide County, Qinghai	36	101
SRR23103972	mel138	https://doi.org/10.1126/sciadv.adh3425	PRJNA924981	Chen2024	2017	Guide County, Qinghai	36	101
SRR23103970	mel140	https://doi.org/10.1126/sciadv.adh3425	PRJNA924982	Chen2024	2017	Beijing	40	116
SRR23103969	mel142	https://doi.org/10.1126/sciadv.adh3425	PRJNA924983	Chen2024	2017	Beijing	40	116
SRR23103968	mel143	https://doi.org/10.1126/sciadv.adh3425	PRJNA924984	Chen2024	2017	Beijing	40	116
SRR23103966	mel144	https://doi.org/10.1126/sciadv.adh3425	PRJNA924985	Chen2024	2017	Hami, Xinjiang	42	93
SRR23103965	mel145	https://doi.org/10.1126/sciadv.adh3425	PRJNA924986	Chen2024	2017	Hami, Xinjiang	42	93
SRR23103964	mel146	https://doi.org/10.1126/sciadv.adh3425	PRJNA924987	Chen2024	2017	Hami, Xinjiang	42	93
SRR23103963	mel147	https://doi.org/10.1126/sciadv.adh3425	PRJNA924988	Chen2024	2017	Hami, Xinjiang	42	93
SRR23103962	mel148	https://doi.org/10.1126/sciadv.adh3425	PRJNA924989	Chen2024	2017	Hami, Xinjiang	42	93
SRR23103961	mel149	https://doi.org/10.1126/sciadv.adh3425	PRJNA924990	Chen2024	2017	Saybag District, Urumqi, Xinjiang	40	86
SRR23103959	mel150	https://doi.org/10.1126/sciadv.adh3425	PRJNA924991	Chen2024	2017	Saybag District, Urumqi, Xinjiang	40	86
SRR23103958	mel151	https://doi.org/10.1126/sciadv.adh3425	PRJNA924992	Chen2024	2017	Saybag District, Urumqi, Xinjiang	40	86
SRR23103957	mel152	https://doi.org/10.1126/sciadv.adh3425	PRJNA924993	Chen2024	2017	Saybag District, Urumqi, Xinjiang	40	86
SRR23103955	mel153	https://doi.org/10.1126/sciadv.adh3425	PRJNA924994	Chen2024	2017	Saybag District, Urumqi, Xinjiang	40	86
SRR23103954	mel154	https://doi.org/10.1126/sciadv.adh3425	PRJNA924995	Chen2024	2017	Yinchuan, Ningxia	38	100
SRR23103953	mel155	https://doi.org/10.1126/sciadv.adh3425	PRJNA924996	Chen2024	2017	Yinchuan, Ningxia	38	100
SRR23103952	mel156	https://doi.org/10.1126/sciadv.adh3425	PRJNA924997	Chen2024	2017	Yinchuan, Ningxia	38	100
SRR23103951	mel157	https://doi.org/10.1126/sciadv.adh3425	PRJNA924998	Chen2024	2017	Yinchuan, Ningxia	38	100
SRR23103950	mel158	https://doi.org/10.1126/sciadv.adh3425	PRJNA924999	Chen2024	2017	Yinchuan, Ningxia	38	100
SRR23103949	mel159	https://doi.org/10.1126/sciadv.adh3425	PRJNA925000	Chen2024	2017	Shihezi, Xinjiang	40	86
SRR23103947	mel160	https://doi.org/10.1126/sciadv.adh3425	PRJNA925001	Chen2024	2017	Shihezi, Xinjiang	40	86
SRR23103946	mel161	https://doi.org/10.1126/sciadv.adh3425	PRJNA925002	Chen2024	2017	Shihezi, Xinjiang	40	86
SRR23103816	mel162	https://doi.org/10.1126/sciadv.adh3425	PRJNA925003	Chen2024	2017	Shihezi, Xinjiang	40	86
SRR23103815	mel163	https://doi.org/10.1126/sciadv.adh3425	PRJNA925004	Chen2024	2017	Shihezi, Xinjiang	40	86
SRR23103814	mel164	https://doi.org/10.1126/sciadv.adh3425	PRJNA925005	Chen2024	2017	Beijing	39	116
SRR23103813	mel165	https://doi.org/10.1126/sciadv.adh3425	PRJNA925006	Chen2024	2017	Beijing	39	116
SRR23103812	mel166	https://doi.org/10.1126/sciadv.adh3425	PRJNA925007	Chen2024	2017	Beijing	39	116
SRR23103811	mel167	https://doi.org/10.1126/sciadv.adh3425	PRJNA925008	Chen2024	2017	Beijing	39	116
SRR23103810	mel168	https://doi.org/10.1126/sciadv.adh3425	PRJNA925009	Chen2024	2017	Beijing	39	116
SRR23103809	mel169	https://doi.org/10.1126/sciadv.adh3425	PRJNA925010	Chen2024	2017	Turpan, Xinjiang	43	89
SRR23103807	mel170	https://doi.org/10.1126/sciadv.adh3425	PRJNA925011	Chen2024	2017	Turpan, Xinjiang	43	89
SRR23103805	mel171	https://doi.org/10.1126/sciadv.adh3425	PRJNA925012	Chen2024	2017	Turpan, Xinjiang	43	89
SRR23103804	mel172	https://doi.org/10.1126/sciadv.adh3425	PRJNA925013	Chen2024	2017	Turpan, Xinjiang	43	89
SRR23103803	mel173	https://doi.org/10.1126/sciadv.adh3425	PRJNA925014	Chen2024	2017	Yantai, Shandong	37	120
SRR23103802	mel174	https://doi.org/10.1126/sciadv.adh3425	PRJNA925015	Chen2024	2017	Yantai, Shandong	37	120
SRR23103801	mel175	https://doi.org/10.1126/sciadv.adh3425	PRJNA925016	Chen2024	2017	Yantai, Shandong	37	120
SRR23103800	mel176	https://doi.org/10.1126/sciadv.adh3425	PRJNA925017	Chen2024	2017	Yantai, Shandong	37	120
SRR23103799	mel177	https://doi.org/10.1126/sciadv.adh3425	PRJNA925018	Chen2024	2017	Yantai, Shandong	37	120
SRR23103798	mel178	https://doi.org/10.1126/sciadv.adh3425	PRJNA925019	Chen2024	2017	Zhangye, Gansu	38	100
SRR23103797	mel179	https://doi.org/10.1126/sciadv.adh3425	PRJNA925020	Chen2024	2017	Zhangye, Gansu	38	100
SRR23103794	mel180	https://doi.org/10.1126/sciadv.adh3425	PRJNA925021	Chen2024	2017	Zhangye, Gansu	38	100
SRR23103793	mel181	https://doi.org/10.1126/sciadv.adh3425	PRJNA925022	Chen2024	2017	Zhangye, Gansu	38	100
SRR23103792	mel182	https://doi.org/10.1126/sciadv.adh3425	PRJNA925023	Chen2024	2017	Zhangye, Gansu	38	100
SRR23103791	mel183	https://doi.org/10.1126/sciadv.adh3425	PRJNA925024	Chen2024	2017	Qiqihar, Heilongjiang	47	123
SRR23103790	mel184	https://doi.org/10.1126/sciadv.adh3425	PRJNA925025	Chen2024	2017	Qiqihar, Heilongjiang	47	123
SRR23103789	mel185	https://doi.org/10.1126/sciadv.adh3425	PRJNA925026	Chen2024	2017	Qiqihar, Heilongjiang	47	123
SRR23103788	mel186	https://doi.org/10.1126/sciadv.adh3425	PRJNA925027	Chen2024	2017	Qiqihar, Heilongjiang	47	123
SRR23103787	mel187	https://doi.org/10.1126/sciadv.adh3425	PRJNA925028	Chen2024	2017	Qiqihar, Heilongjiang	47	123
SRR23103786	mel188	https://doi.org/10.1126/sciadv.adh3425	PRJNA925029	Chen2024	2017	Lanzhou, Gansu	36	100
SRR23103785	mel189	https://doi.org/10.1126/sciadv.adh3425	PRJNA925030	Chen2024	2017	Lanzhou, Gansu	36	100
SRR23103944	mel190	https://doi.org/10.1126/sciadv.adh3425	PRJNA925031	Chen2024	2017	Lanzhou, Gansu	36	100
SRR23103943	mel191	https://doi.org/10.1126/sciadv.adh3425	PRJNA925032	Chen2024	2017	Lanzhou, Gansu	36	100
SRR23103942	mel192	https://doi.org/10.1126/sciadv.adh3425	PRJNA925033	Chen2024	2017	Rizhao, Shandong	35	118
SRR23103941	mel193	https://doi.org/10.1126/sciadv.adh3425	PRJNA925034	Chen2024	2017	Rizhao, Shandong	35	118
SRR23103940	mel194	https://doi.org/10.1126/sciadv.adh3425	PRJNA925035	Chen2024	2017	Rizhao, Shandong	35	118
SRR23103939	mel195	https://doi.org/10.1126/sciadv.adh3425	PRJNA925036	Chen2024	2017	Rizhao, Shandong	35	118
SRR23103938	mel196	https://doi.org/10.1126/sciadv.adh3425	PRJNA925037	Chen2024	2017	Rizhao, Shandong	35	118
SRR23103937	mel197	https://doi.org/10.1126/sciadv.adh3425	PRJNA925038	Chen2024	2017	Dalian, Liaoning	38	121
SRR23103936	mel198	https://doi.org/10.1126/sciadv.adh3425	PRJNA925039	Chen2024	2017	Dalian, Liaoning	38	121
SRR23103934	mel199	https://doi.org/10.1126/sciadv.adh3425	PRJNA925040	Chen2024	2017	Dalian, Liaoning	38	121
SRR23103931	mel200	https://doi.org/10.1126/sciadv.adh3425	PRJNA925041	Chen2024	2017	Dalian, Liaoning	38	121
SRR23103930	mel201	https://doi.org/10.1126/sciadv.adh3425	PRJNA925042	Chen2024	2017	Dalian, Liaoning	38	121
SRR23103929	mel202	https://doi.org/10.1126/sciadv.adh3425	PRJNA925043	Chen2024	2017	Lhasa, Tibet	29	91
SRR23103928	mel203	https://doi.org/10.1126/sciadv.adh3425	PRJNA925044	Chen2024	2017	Lhasa, Tibet	29	91
SRR23103927	mel204	https://doi.org/10.1126/sciadv.adh3425	PRJNA925045	Chen2024	2017	Lhasa, Tibet	29	91
SRR23103926	mel205	https://doi.org/10.1126/sciadv.adh3425	PRJNA925046	Chen2024	2017	Lhasa, Tibet	29	91
SRR23103925	mel206	https://doi.org/10.1126/sciadv.adh3425	PRJNA925047	Chen2024	2017	Lhasa, Tibet	29	91
SRR23103923	mel207	https://doi.org/10.1126/sciadv.adh3425	PRJNA925048	Chen2024	2017	Lhasa, Tibet	29	91
SRR23103922	mel208	https://doi.org/10.1126/sciadv.adh3425	PRJNA925049	Chen2024	2017	Lhasa, Tibet	29	91
SRR23103921	mel209	https://doi.org/10.1126/sciadv.adh3425	PRJNA925050	Chen2024	2017	Lhasa, Tibet	29	91
SRR23103919	mel210	https://doi.org/10.1126/sciadv.adh3425	PRJNA925051	Chen2024	2017	Lhasa, Tibet	29	91
SRR23103918	mel211	https://doi.org/10.1126/sciadv.adh3425	PRJNA925052	Chen2024	2017	Lhasa, Tibet	29	91
SRR23103917	mel212	https://doi.org/10.1126/sciadv.adh3425	PRJNA925053	Chen2024	2017	Lhasa, Tibet	29	91
SRR23103916	mel213	https://doi.org/10.1126/sciadv.adh3425	PRJNA925054	Chen2024	2017	Lhasa, Tibet	29	91
SRR23103915	mel214	https://doi.org/10.1126/sciadv.adh3425	PRJNA925055	Chen2024	2017	Lhasa, Tibet	29	91
SRR23103914	mel215	https://doi.org/10.1126/sciadv.adh3425	PRJNA925056	Chen2024	2017	Lhasa, Tibet	29	91
SRR23104044	mel216	https://doi.org/10.1126/sciadv.adh3425	PRJNA925057	Chen2024	2017	Lhasa, Tibet	29	91
SRR23104043	mel217	https://doi.org/10.1126/sciadv.adh3425	PRJNA925058	Chen2024	2017	Lhasa, Tibet	29	91
SRR23104042	mel218	https://doi.org/10.1126/sciadv.adh3425	PRJNA925059	Chen2024	2017	Lhasa, Tibet	29	91
SRR23104041	mel219	https://doi.org/10.1126/sciadv.adh3425	PRJNA925060	Chen2024	2017	Lhasa, Tibet	29	91
SRR23104039	mel220	https://doi.org/10.1126/sciadv.adh3425	PRJNA925061	Chen2024	2017	Lhasa, Tibet	29	91
SRR23104038	mel221	https://doi.org/10.1126/sciadv.adh3425	PRJNA925062	Chen2024	2017	Lhasa, Tibet	29	91
SRR23104037	mel222	https://doi.org/10.1126/sciadv.adh3425	PRJNA925063	Chen2024	2017	Lhasa, Tibet	29	91
SRR23104036	mel223	https://doi.org/10.1126/sciadv.adh3425	PRJNA925064	Chen2024	2017	Lhasa, Tibet	29	91
SRR23104035	mel224	https://doi.org/10.1126/sciadv.adh3425	PRJNA925065	Chen2024	2017	Lhasa, Tibet	29	91
SRR23104033	mel225	https://doi.org/10.1126/sciadv.adh3425	PRJNA925066	Chen2024	2017	Lhasa, Tibet	29	91
SRR23104032	mel226	https://doi.org/10.1126/sciadv.adh3425	PRJNA925067	Chen2024	2017	Lhasa, Tibet	29	91
SRR23104031	mel227	https://doi.org/10.1126/sciadv.adh3425	PRJNA925068	Chen2024	2017	Lhasa, Tibet	29	91
SRR23104030	mel228	https://doi.org/10.1126/sciadv.adh3425	PRJNA925069	Chen2024	2017	Lhasa, Tibet	29	91
SRR23104029	mel229	https://doi.org/10.1126/sciadv.adh3425	PRJNA925070	Chen2024	2017	Lhasa, Tibet	29	91
SRR23104027	mel230	https://doi.org/10.1126/sciadv.adh3425	PRJNA925071	Chen2024	2017	Lhasa, Tibet	29	91
SRR23104026	mel231	https://doi.org/10.1126/sciadv.adh3425	PRJNA925072	Chen2024	2017	Lhasa, Tibet	29	91
SRR23104025	mel232	https://doi.org/10.1126/sciadv.adh3425	PRJNA925073	Chen2024	2017	Lhasa, Tibet	29	91
SRR23104024	mel233	https://doi.org/10.1126/sciadv.adh3425	PRJNA925074	Chen2024	2017	Lhasa, Tibet	29	91
SRR23104022	mel234	https://doi.org/10.1126/sciadv.adh3425	PRJNA925075	Chen2024	2017	Lhasa, Tibet	29	91
SRR23104021	mel235	https://doi.org/10.1126/sciadv.adh3425	PRJNA925076	Chen2024	2017	Lhasa, Tibet	29	91
SRR23104020	mel236	https://doi.org/10.1126/sciadv.adh3425	PRJNA925077	Chen2024	2017	Lhasa, Tibet	29	91
SRR23104019	mel237	https://doi.org/10.1126/sciadv.adh3425	PRJNA925078	Chen2024	2017	Lhasa, Tibet	29	91
SRR23104018	mel238	https://doi.org/10.1126/sciadv.adh3425	PRJNA925079	Chen2024	2017	Lhasa, Tibet	29	91
SRR23104017	mel239	https://doi.org/10.1126/sciadv.adh3425	PRJNA925080	Chen2024	2017	Lhasa, Tibet	29	91
SRR23104015	mel240	https://doi.org/10.1126/sciadv.adh3425	PRJNA925081	Chen2024	2017	Lhasa, Tibet	29	91
SRR23104014	mel241	https://doi.org/10.1126/sciadv.adh3425	PRJNA925082	Chen2024	2017	Lhasa, Tibet	29	91
SRR23104013	mel242	https://doi.org/10.1126/sciadv.adh3425	PRJNA925083	Chen2024	2017	Lhasa, Tibet	29	91
SRR23103879	mel243	https://doi.org/10.1126/sciadv.adh3425	PRJNA925084	Chen2024	2017	Lhasa, Tibet	29	91
SRR23103878	mel244	https://doi.org/10.1126/sciadv.adh3425	PRJNA925085	Chen2024	2017	Lhasa, Tibet	29	91
SRR23103877	mel245	https://doi.org/10.1126/sciadv.adh3425	PRJNA925086	Chen2024	2017	Lhasa, Tibet	29	91
SRR23103876	mel246	https://doi.org/10.1126/sciadv.adh3425	PRJNA925087	Chen2024	2017	Lhasa, Tibet	29	91
SRR23103875	mel247	https://doi.org/10.1126/sciadv.adh3425	PRJNA925088	Chen2024	2017	Lhasa, Tibet	29	91
SRR23103874	mel248	https://doi.org/10.1126/sciadv.adh3425	PRJNA925089	Chen2024	2017	Lhasa, Tibet	29	91
SRR23103873	mel249	https://doi.org/10.1126/sciadv.adh3425	PRJNA925090	Chen2024	2017	Lhasa, Tibet	29	91
SRR23103871	mel250	https://doi.org/10.1126/sciadv.adh3425	PRJNA925091	Chen2024	2017	Lhasa, Tibet	29	91
SRR23103870	mel251	https://doi.org/10.1126/sciadv.adh3425	PRJNA925092	Chen2024	2017	Lhasa, Tibet	29	91
SRR23103868	mel252	https://doi.org/10.1126/sciadv.adh3425	PRJNA925093	Chen2024	2017	Lhasa, Tibet	29	91
SRR23103867	mel253	https://doi.org/10.1126/sciadv.adh3425	PRJNA925094	Chen2024	2017	Lhasa, Tibet	29	91
SRR23103866	mel254	https://doi.org/10.1126/sciadv.adh3425	PRJNA925095	Chen2024	2017	Lhasa, Tibet	29	91
SRR23103865	mel255	https://doi.org/10.1126/sciadv.adh3425	PRJNA925096	Chen2024	2017	Lhasa, Tibet	29	91
SRR23103864	mel256	https://doi.org/10.1126/sciadv.adh3425	PRJNA925097	Chen2024	2017	Lhasa, Tibet	29	91
SRR23103863	mel257	https://doi.org/10.1126/sciadv.adh3425	PRJNA925098	Chen2024	2017	Lhasa, Tibet	29	91
SRR23103862	mel258	https://doi.org/10.1126/sciadv.adh3425	PRJNA925099	Chen2024	2017	Lhasa, Tibet	29	91
SRR23103769	SZ1	https://doi.org/10.1126/sciadv.adh3425	PRJNA925131	Chen2024	2017	Suzhou, Jiangsu	31	120
SRR23103767	SZ5	https://doi.org/10.1126/sciadv.adh3425	PRJNA925132	Chen2024	2017	Suzhou, Jiangsu	31	120
SRR23103980	BJC5	https://doi.org/10.1126/sciadv.adh3425	PRJNA925133	Chen2024	2017	Mohe, Heilongjiang	53	122
SRR23103979	HLE8	https://doi.org/10.1126/sciadv.adh3425	PRJNA925134	Chen2024	2017	Hailar, Inner Mongolia	49	119
SRR23104000	LZ9	https://doi.org/10.1126/sciadv.adh3425	PRJNA925135	Chen2024	2017	Lanzhou, Gansu	36	103
SRR23103766	WLMQ2	https://doi.org/10.1126/sciadv.adh3425	PRJNA925136	Chen2024	2017	Urumqi, Xinjiang	43	87
SRR23103861	mel259	https://doi.org/10.1126/sciadv.adh3425	PRJNA925100	Chen2024	2020	Suining, Sichuan	30	105
SRR23103859	mel260	https://doi.org/10.1126/sciadv.adh3425	PRJNA925101	Chen2024	2020	Suining, Sichuan	30	105
SRR23103857	mel261	https://doi.org/10.1126/sciadv.adh3425	PRJNA925102	Chen2024	2020	Suining, Sichuan	30	105
SRR23103856	mel262	https://doi.org/10.1126/sciadv.adh3425	PRJNA925103	Chen2024	2020	Suining, Sichuan	30	105
SRR23103855	mel263	https://doi.org/10.1126/sciadv.adh3425	PRJNA925104	Chen2024	2020	Suining, Sichuan	30	105
SRR23103854	mel264	https://doi.org/10.1126/sciadv.adh3425	PRJNA925105	Chen2024	2020	Chongqing	29	106
SRR23103853	mel265	https://doi.org/10.1126/sciadv.adh3425	PRJNA925106	Chen2024	2020	Chongqing	29	106
SRR23103852	mel266	https://doi.org/10.1126/sciadv.adh3425	PRJNA925107	Chen2024	2020	Chongqing	29	106
SRR23103851	mel267	https://doi.org/10.1126/sciadv.adh3425	PRJNA925108	Chen2024	2020	Chongqing	29	106
SRR23103850	mel268	https://doi.org/10.1126/sciadv.adh3425	PRJNA925109	Chen2024	2020	Chongqing	29	106
SRR23103849	mel269	https://doi.org/10.1126/sciadv.adh3425	PRJNA925110	Chen2024	2020	Changsha, Hunan	28	113
SRR23104010	mel270	https://doi.org/10.1126/sciadv.adh3425	PRJNA925111	Chen2024	2020	Changsha, Hunan	28	113
SRR23104009	mel271	https://doi.org/10.1126/sciadv.adh3425	PRJNA925112	Chen2024	2020	Mile City, Yunnan	24	103
SRR23104008	mel272	https://doi.org/10.1126/sciadv.adh3425	PRJNA925113	Chen2024	2020	Mile City, Yunnan	24	103
SRR23104007	mel273	https://doi.org/10.1126/sciadv.adh3425	PRJNA925114	Chen2024	2020	Leshan, Sichuan	29	103
SRR23104006	mel275	https://doi.org/10.1126/sciadv.adh3425	PRJNA925115	Chen2024	2020	Chengdu, Sichuan	30	104
