sampleId	sampleId_orig	locality	lat	long	continent	country	city	province	min_day	max_day	min_month	max_month	year	jday	exactDate	sr_season	bio_rep	tech_rep	exp_rep	loc_rep	fruit_type	subsample	nFlies	fly_type	library_type	sampling_strategy	seq_platform	set	collector	SRA_Accession	reference	SequencingId	low_qual	DIN	DNA_result	DNA_Status	library_result	totalreads	SimCont.Norm	pcrdup	pNpS	private	Cov	Miss	Recommendation	collapsedSamples	N	cluster1.0	cluster2.0_k4	cluster2.0_k5	cluster2.0_k8	fruit_type_curated
US_Lou_Wes_8_2013-09-15	LA_NLA-30C-075_NA_Sep_2013	US_Lou_Wes	32.5	-92.14	North_America	USA	West Monroe	Louisiana	1	30	9	9	2013	258	FALSE	NA	BR-1	TR-1	30C_075	NA	NA	8	125	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8449002	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.016193764	0.013246	0.306666832	3.602710945	10.28627325	0.059322318	Collapse	NA	NA	NA	NA	NA	NA	NA
US_Lou_Wes_9_2013-09-15	LA_NLA-30C-095_NA_Sep_2013	US_Lou_Wes	32.5	-92.14	North_America	USA	West Monroe	Louisiana	1	30	9	9	2013	258	FALSE	NA	BR-1	TR-1	30C_095	NA	NA	9	72	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448931	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.016091111	0.01338	0.31108691	3.490520309	8.445750933	0.070266141	Collapse	NA	NA	NA	NA	NA	NA	NA
US_Mai_Bow_1_2004-07-01	ME_bow1_NA_NA_2004	US_Mai_Bow	44.039352	-69.864744	North_America	USA	Bowdoin	Maine	1	30	1	12	2004	183	FALSE	NA	BR-1	TR-1	NA	Rocky Ridge (could be Biscay Farm)	NA	1	16	isofemale	pooled	NA	Illumina GA2	dest_plus	Reinhardt et al	SRR1177950	https://doi.org/10.1534/genetics.114.161463	NA	NA	NA	NA	NA	NA	NA	0.015880156	0.150682	0.31448904	3.603793704	20.5370172	0.046814814	Pass	NA	NA	4	4	3	4	NA
US_Mai_Bow_1_2009-10-15	ME_bo_09_fall.r1	US_Mai_Bow	44	-69.96	North_America	USA	Bowdoin	Maine	1	30	10	10	2009	288	FALSE	fall	BR-1	TR-1	NA	Rocky Ridge Orchard	NA	1	86	5gen_lab	pooled	NA	Illumina HiSeq 2000	DrosRTEC	P._Schmidt_lab	SRR1525698	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.01282527	0.047774	0.449796562	5.027435235	70.80084965	0.054101798	Abnormal PNPS	NA	NA	NA	NA	NA	NA	NA
US_Mai_Bow_2_2009-10-15	ME_bo_09_fall.r2	US_Mai_Bow	44	-69.96	North_America	USA	Bowdoin	Maine	1	30	10	10	2009	288	FALSE	fall	BR-2	TR-1	NA	Rocky Ridge Orchard	NA	2	75	wild	pooled	NA	Illumina HiSeq 2000	DrosRTEC	P._Schmidt_lab	SRR1525699	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.018523268	0.040125	1.250504709	5.916614476	19.37619422	0.021527059	Abnormal PNPS	NA	NA	NA	NA	NA	NA	NA
US_Mai_Wal_1_2004-07-01	ME_bow2_NA_NA_2004	US_Mai_Wal	44.039352	-69.864744	North_America	USA	Walpole	Maine	1	30	1	12	2004	183	FALSE	NA	BR-2	TR-1	NA	Biscay Farm (could be Rocky Ridge)	NA	1	16	isofemale	pooled	NA	Illumina GA2	dest_plus	Reinhardt et al	SRR1177123	https://doi.org/10.1534/genetics.114.161463	NA	NA	NA	NA	NA	NA	NA	0.015899445	0.142872	0.318002163	3.583991799	19.4841155	0.040707626	Pass	NA	NA	4	4	3	4	NA
US_Mas_Lan_1_2012-07-28	MA_la_12_spring	US_Mas_Lan	42.45	-71.67	North_America	USA	Lancaster	Massachusetts	28	28	7	7	2012	210	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	100	wild	pooled	NA	Illumina HiSeq 2000	DrosRTEC	P._Schmidt	SRR3590557	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.012852174	0.026298	0.3490582	4.092650478	52.77407167	0.049888305	Pass	NA	NA	4	4	3	4	NA
US_Mas_Lan_1_2012-10-02	MA_la_12_fall	US_Mas_Lan	42.45	-71.67	North_America	USA	Lancaster	Massachusetts	2	2	10	10	2012	276	TRUE	fall	BR-1	TR-1	NA	NA	NA	1	63	wild	pooled	NA	Illumina HiSeq 2000	DrosRTEC	P._Schmidt_lab	SRR3590556	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.012589817	0.016548	0.336049185	3.984077034	46.21024509	0.052043098	Pass	NA	NA	4	4	3	4	NA
US_Mas_Lan_1_2014-07-20	MA_la_14_spring	US_Mas_Lan	42.45	-71.67	North_America	USA	Lancaster	Massachusetts	20	20	7	7	2014	201	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	32	wild	pooled	NA	Illumina HiSeq 4000	DrosRTEC	P._Schmidt_lab	SRR3939082	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008459407	0.283631	0.360769117	4.316662148	85.18925596	0.055764483	Pass	NA	NA	4	4	3	4	NA
US_Mas_Lan_1_2014-10-20	MA_la_14_fall	US_Mas_Lan	42.45	-71.67	North_America	USA	Lancaster	Massachusetts	20	20	10	10	2014	293	TRUE	fall	BR-1	TR-1	NA	NA	NA	1	90	wild	pooled	NA	Illumina HiSeq 4000	DrosRTEC	P._Schmidt_lab	SRR3939080	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008168959	0.110481	0.369888486	4.329926441	107.6139551	0.063090293	Pass	NA	NA	4	4	3	4	NA
US_Mic_Ben_1_2014-07-26	MI_bh_14_spring	US_Mic_Ben	42.1111	-86.4483	North_America	USA	Benton Harbor	Michigan	26	26	7	7	2014	207	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	106	wild	pooled	NA	Illumina HiSeq 4000	DrosRTEC	T._Karasov_et_al	SRR3939059	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008227947	0.156232	0.367317295	4.220317336	109.1247038	0.058302188	Pass	NA	NA	4	4	3	4	NA
US_Mic_Ben_1_2014-11-05	MI_bh_14_fall	US_Mic_Ben	42.1111	-86.4483	North_America	USA	Benton Harbor	Michigan	5	5	11	11	2014	309	TRUE	fall	BR-1	TR-1	NA	NA	NA	1	34	wild	pooled	NA	Illumina HiSeq 4000	DrosRTEC	T._Karasov_et_al	SRR3939058	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008474463	0.237173	0.38131547	4.396007448	171.7233127	0.065102889	Pass	NA	NA	4	4	3	4	NA
US_New_Ith_1_2004-07-01	I	US_New_Ith	42.35	-76.57	North_America	USA	Ithaca	New York	1	30	1	12	2004	183	FALSE	NA	BR-1	TR-1	NA	NA	NA	1	19	NA	inbred_line	NA	NA	dgn	E._Hill-Burns;B._Lazzaro	NA	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pass	NA	NA	NA	4	3	4	NA
US_New_Ith_1_2012-07-25	NY_it_12_spring	US_New_Ith	42.44	-76.5	North_America	USA	Ithaca	New York	25	25	7	7	2012	207	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	30	wild	pooled	NA	Illumina HiSeq 2000	DrosRTEC	Howick/Lazzaro	SRR3590559	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.01287716	0.012198	0.351414511	4.220578755	68.44210192	0.056523999	Pass	NA	NA	4	4	3	4	NA
US_New_Ith_1_2012-09-23	NY_it_12_fall	US_New_Ith	42.44	-76.5	North_America	USA	Ithaca	New York	23	23	9	9	2012	267	TRUE	fall	BR-1	TR-1	NA	NA	NA	1	58	wild	pooled	NA	Illumina HiSeq 2000	DrosRTEC	Howick/Lazzaro	SRR3590558	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.013216381	0.013919	0.331183351	4.064120906	35.54016353	0.04250814	Pass	NA	NA	4	4	3	4	NA
US_Nor_Ral_1_2003-07-01	RAL	US_Nor_Ral	35.76	-78.66	North_America	USA	Raleigh	North Carolina	1	30	1	12	2003	182	FALSE	NA	BR-1	TR-1	insilico pool	NA	NA	1	205	NA	inbred_line	NA	NA	dgn	T._Mackay	NA	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pass	NA	NA	NA	4	5	4	NA
US_Nor_Ral_2_2003-07-01	NC_ra_03_n	US_Nor_Ral	35.77	-78.63	North_America	USA	Raleigh	North Carolina	1	30	1	12	2003	182	FALSE	NA	BR-1	TR-1	pool-seq	NA	NA	2	92	inbred	pooled	NA	Illumina HiSeq 2000	DrosRTEC	Mackay	SRR1525697	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.013049083	0.011574	0.309245568	3.49037992	25.46239843	0.056820526	Pass	NA	NA	4	4	3	4	NA
US_Pen_Lin_1_2009-07-15	PA_li_09_spring	US_Pen_Lin	39.88	-75.41	North_America	USA	Linvilla	Pennsylvania	1	30	7	7	2009	196	FALSE	spring	BR-1	TR-1	NA	NA	NA	1	55	F1	pooled	NA	Illumina HiSeq 2000	DrosRTEC	P._Schmidt_lab	SRR1525768	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.012726942	0.074462	0.420061244	4.323396497	173.6289452	0.01889035	Pass	NA	NA	4	4	3	4	NA
US_Pen_Lin_1_2009-11-16	PA_li_09_fall	US_Pen_Lin	39.88	-75.41	North_America	USA	Linvilla	Pennsylvania	1	30	11	11	2009	320	FALSE	fall	BR-1	TR-1	NA	NA	NA	1	74	F1	pooled	NA	Illumina HiSeq 2000	DrosRTEC	P._Schmidt_lab	SRR1525769	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.01228991	0.026878	0.346652894	4.016824494	63.28348349	0.04044216	Pass	NA	NA	4	4	3	4	NA
US_Pen_Lin_1_2010-07-15	PA_li_10_spring	US_Pen_Lin	39.88	-75.41	North_America	USA	Linvilla	Pennsylvania	1	30	7	7	2010	196	FALSE	spring	BR-1	TR-1	NA	NA	NA	1	116	F1	pooled	NA	Illumina HiSeq 2000	DrosRTEC	P._Schmidt_lab	SRR1525770	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.012320297	0.059847	0.47639704	3.91179659	34.02770814	0.133260342	Pass	NA	NA	4	4	3	4	NA
US_Pen_Lin_1_2010-11-16	PA_li_10_fall	US_Pen_Lin	39.88	-75.41	North_America	USA	Linvilla	Pennsylvania	1	30	11	11	2010	320	FALSE	fall	BR-1	TR-1	NA	NA	NA	1	33	F1	pooled	NA	Illumina HiSeq 2000	DrosRTEC	P._Schmidt_lab	SRR1525771	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.012486621	0.019454	0.387912462	4.320208621	75.22186728	0.024817486	Pass	NA	NA	4	4	3	4	NA
US_Pen_Lin_1_2011-07-15	PA_li_11_spring	US_Pen_Lin	39.88	-75.41	North_America	USA	Linvilla	Pennsylvania	1	30	7	7	2011	196	FALSE	spring	BR-1	TR-1	NA	NA	NA	1	75	F1	pooled	NA	Illumina HiSeq 2000	DrosRTEC	P._Schmidt_lab	SRR1525772	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.013843065	0.006151	0.359936138	4.097500252	59.19927028	0.046819181	Pass	NA	NA	4	4	3	4	NA
US_Pen_Lin_1_2011-10-15	PA_li_11_fall	US_Pen_Lin	39.88	-75.41	North_America	USA	Linvilla	Pennsylvania	1	30	10	10	2011	288	FALSE	fall	BR-1	TR-1	NA	NA	NA	1	47	F1	pooled	NA	Illumina HiSeq 2000	DrosRTEC	P._Schmidt_lab	SRR1525773	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.011881519	0.080446	1.388097987	6.305788239	68.66742587	0.010875394	Abnormal PNPS	NA	NA	NA	NA	NA	NA	NA
US_Pen_Lin_1_2011-11-16	PA_li_11_frost	US_Pen_Lin	39.88	-75.41	North_America	USA	Linvilla	Pennsylvania	1	30	11	11	2011	320	FALSE	frost	BR-1	TR-1	NA	NA	NA	1	50	F1	pooled	NA	Illumina HiSeq 2000	DrosRTEC	P._Schmidt_lab	SRR1525774	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.040159281	0.003154	0.359688642	3.939419403	55.98711922	0.02988319	Pass	NA	NA	4	4	3	4	NA
US_Pen_Lin_1_2012-07-16	PA_li_12_spring	US_Pen_Lin	39.88	-75.41	North_America	USA	Linvilla	Pennsylvania	16	16	7	7	2012	198	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	115	wild	pooled	NA	Illumina HiSeq 2000	DrosRTEC	P._Schmidt_lab	SRR3590561	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.029869475	0.019175	0.349375577	3.892928982	63.04395459	0.055376717	Pass	NA	NA	4	4	3	4	NA
US_Pen_Lin_1_2012-09-13	PA_li_12_sum	US_Pen_Lin	39.88	-75.41	North_America	USA	Linvilla	Pennsylvania	13	13	9	9	2012	257	TRUE	fall	BR-1	TR-1	NA	NA	NA	1	50	wild	pooled	NA	Illumina HiSeq 2000	DrosRTEC	P._Schmidt_lab	SRR3590563	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.01286666	0.020459	0.342124828	4.064719984	52.85540406	0.057568879	Pass	NA	NA	4	4	3	4	NA
US_Pen_Lin_1_2012-10-10	PA_li_12_fall	US_Pen_Lin	39.88	-75.41	North_America	USA	Linvilla	Pennsylvania	10	10	10	10	2012	284	TRUE	fall	BR-1	TR-1	NA	NA	NA	1	100	wild	pooled	NA	Illumina HiSeq 2000	DrosRTEC	P._Schmidt_lab	SRR3590560	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.058508389	0.020378	0.308692941	3.545059585	26.20652142	0.05196933	Pass	NA	NA	4	4	3	4	NA
US_Pen_Lin_1_2013-06-15	PA_li_13_spring	US_Pen_Lin	39.88	-75.41	North_America	USA	Linvilla	Pennsylvania	1	30	6	6	2013	166	FALSE	spring	BR-1	TR-1	NA	NA	NA	1	54	wild	pooled	NA	Illumina HiSeq 4000	DrosRTEC	P._Schmidt_lab	SRR3939095	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.009247188	0.419781	0.376879797	4.621041193	78.665695	0.062166741	Pass	NA	NA	4	4	3	4	NA
US_Pen_Lin_1_2014-06-27	PA_li_14_spring	US_Pen_Lin	39.88	-75.41	North_America	USA	Linvilla	Pennsylvania	27	27	6	6	2014	178	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	92	wild	pooled	NA	Illumina HiSeq 4000	DrosRTEC	P._Schmidt_lab	SRR3939097	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.009199468	0.495161	0.341453205	3.894260664	54.07967518	0.052984121	Pass	NA	NA	4	4	3	4	NA
US_Pen_Lin_1_2014-10-17	PA_li_14_fall	US_Pen_Lin	39.88	-75.41	North_America	USA	Linvilla	Pennsylvania	17	17	10	10	2014	290	TRUE	fall	BR-1	TR-1	NA	NA	NA	1	50	wild	pooled	NA	Illumina HiSeq 4000	DrosRTEC	P._Schmidt_lab	SRR3939096	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008596313	0.310347	0.376129753	4.287734566	107.8570193	0.061921658	Pass	NA	NA	4	4	3	4	NA
US_Pen_Lin_1_2015-07-15	PA_li_15_spring	US_Pen_Lin	39.88	-75.41	North_America	USA	Linvilla	Pennsylvania	1	30	7	7	2015	196	FALSE	spring	BR-1	TR-1	NA	NA	NA	1	74	wild	pooled	NA	Illumina HiSeq 4000	DrosRTEC	P._Schmidt_lab	SRR3939099	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008986856	0.204504	0.39438567	4.341078237	211.8983799	0.077723471	Pass	NA	NA	4	4	3	4	NA
US_Pen_Lin_1_2015-10-15	PA_li_15_fall	US_Pen_Lin	39.88	-75.41	North_America	USA	Linvilla	Pennsylvania	1	30	10	10	2015	288	FALSE	fall	BR-1	TR-1	NA	NA	NA	1	52	wild	pooled	NA	Illumina HiSeq 4000	DrosRTEC	P._Schmidt_lab	SRR3939098	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.059276867	0.111421	0.366231327	4.231189145	96.43556601	0.055105427	Pass	NA	NA	4	4	3	4	NA
US_Pen_Sta_1_2014-06-18	PA_st_14_spring	US_Pen_Sta	40.793395	-77.860001	North_America	USA	State College	Pennsylvania	18	18	6	6	2014	169	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	45	wild	pooled	NA	Illumina HiSeq 4000	DrosRTEC	S._Schaeffer	SRR3939084	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008687469	0.357068	0.352412056	4.195982631	92.2476295	0.048720155	Pass	NA	NA	4	4	3	4	NA
US_Pen_Sta_1_2014-10-16	PA_st_14_fall	US_Pen_Sta	40.793395	-77.860001	North_America	USA	State College	Pennsylvania	16	16	10	10	2014	289	TRUE	fall	BR-1	TR-1	NA	NA	NA	1	67	wild	pooled	NA	Illumina HiSeq 4000	DrosRTEC	S._Schaeffer	SRR3939083	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.009047964	0.407394	0.357588978	4.139784664	76.34355948	0.053352959	Pass	NA	NA	4	4	3	4	NA
US_Pen_Sta_1_2015-07-18	PA_st_15_spring	US_Pen_Sta	40.793395	-77.860001	North_America	USA	State College	Pennsylvania	18	18	7	7	2015	199	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	47	wild	pooled	NA	Illumina HiSeq 4000	DrosRTEC	S._Schaeffer	SRR3939089	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008454236	0.251076	0.353612123	4.050495759	79.52872496	0.058270643	Pass	NA	NA	4	4	3	4	NA
US_Rho_Pro_10_2015-06-11	RI_pvdspring7_11_Jun_2015	US_Rho_Pro	41.823834	-71.396821	North_America	USA	Providence	Rhode Island	10	12	6	6	2015	162	FALSE	NA	BR-7	TR-1	NA	Student Garden	NA	10	34	wild	pooled	NA	Illumina HiSeq 2000	dest_plus	J. Lange et al	SRR14308772	https://doi.org/10.1093/molbev/msab368	NA	NA	NA	NA	NA	NA	NA	0.012372764	0.009513	0.297527738	3.397766256	12.8512517	0.025492072	Pass	NA	NA	4	4	3	4	NA
US_Rho_Pro_11_2015-06-11	RI_pvdspring8_11_Jun_2015	US_Rho_Pro	41.823834	-71.396821	North_America	USA	Providence	Rhode Island	10	12	6	6	2015	162	FALSE	NA	BR-8	TR-1	NA	Student Garden	NA	11	34	wild	pooled	NA	Illumina HiSeq 2000	dest_plus	J. Lange et al	SRR14308771	https://doi.org/10.1093/molbev/msab368	NA	NA	NA	NA	NA	NA	NA	0.012479753	0.009427	0.30168056	3.400365273	14.85208126	0.030719385	Pass	NA	NA	4	4	3	4	NA
US_Rho_Pro_12_2015-06-11	RI_pvdspring9_11_Jun_2015	US_Rho_Pro	41.823834	-71.396821	North_America	USA	Providence	Rhode Island	10	12	6	6	2015	162	FALSE	NA	BR-9	TR-1	NA	Student Garden	NA	12	34	wild	pooled	NA	Illumina HiSeq 2000	dest_plus	J. Lange et al	SRR14308770	https://doi.org/10.1093/molbev/msab368	NA	NA	NA	NA	NA	NA	NA	0.012367618	0.010454	0.301205942	3.361350024	14.11318925	0.029932207	Pass	NA	NA	4	4	3	4	NA
US_Rho_Pro_1_2014-09-25	RI_pvdfall1_25_Sep_2014	US_Rho_Pro	41.833989	-71.4047	North_America	USA	Providence	Rhode Island	24	26	9	9	2014	268	FALSE	NA	BR-1	TR-1	NA	Brown Street Park	NA	1	41	wild	pooled	NA	Illumina HiSeq 2000	dest_plus	J. Lange et al	SRR14308776	https://doi.org/10.1093/molbev/msab368	NA	NA	NA	NA	NA	NA	NA	0.013810753	0.010827	0.344795271	3.493876111	20.15005886	0.043889828	Pass	NA	NA	4	4	3	4	NA
US_Rho_Pro_1_2015-06-11	RI_pvdspring1_11_Jun_2015	US_Rho_Pro	41.833989	-71.4047	North_America	USA	Providence	Rhode Island	10	12	6	6	2015	162	FALSE	NA	BR-1	TR-1	NA	Brown Street Park	NA	1	34	wild	pooled	NA	Illumina HiSeq 2000	dest_plus	J. Lange et al	SRR14308762	https://doi.org/10.1093/molbev/msab368	NA	NA	NA	NA	NA	NA	NA	0.011989477	0.011074	0.30519924	3.397592434	18.61600189	0.035607465	Pass	NA	NA	4	4	3	4	NA
US_Rho_Pro_2_2014-09-25	RI_pvdfall2_25_Sep_2014	US_Rho_Pro	41.827639	-71.401978	North_America	USA	Providence	Rhode Island	24	26	9	9	2014	268	FALSE	NA	BR-2	TR-1	NA	Center for Environmental Studies	NA	2	41	wild	pooled	NA	Illumina HiSeq 2000	dest_plus	J. Lange et al	SRR14308775	https://doi.org/10.1093/molbev/msab368	NA	NA	NA	NA	NA	NA	NA	0.013915893	0.019853	0.365174981	3.604550033	24.47508849	0.047461737	Pass	NA	NA	4	4	3	4	NA
US_Rho_Pro_2_2015-06-11	RI_pvdspring10_11_Jun_2015	US_Rho_Pro	41.823834	-71.396821	North_America	USA	Providence	Rhode Island	10	12	6	6	2015	162	FALSE	NA	BR-10	TR-1	NA	Student Garden	NA	2	34	wild	pooled	NA	Illumina HiSeq 2000	dest_plus	J. Lange et al	SRR14308769	https://doi.org/10.1093/molbev/msab368	NA	NA	NA	NA	NA	NA	NA	0.01232545	0.010169	0.303082431	3.414639147	15.74500052	0.031043575	Pass	NA	NA	4	4	3	4	NA
US_Rho_Pro_3_2014-09-25	RI_pvdfall3_25_Sep_2014	US_Rho_Pro	41.823612	-71.389529	North_America	USA	Providence	Rhode Island	24	26	9	9	2014	268	FALSE	NA	BR-3	TR-1	NA	Fox Point Community Garden (Gano Park)	NA	3	41	wild	pooled	NA	Illumina HiSeq 2000	dest_plus	J. Lange et al	SRR14308766	https://doi.org/10.1093/molbev/msab368	NA	NA	NA	NA	NA	NA	NA	0.013546269	0.013265	0.353794856	3.613947477	27.78911573	0.010491511	Pass	NA	NA	4	4	3	4	NA
US_Rho_Pro_3_2015-06-11	RI_pvdspring11_11_Jun_2015	US_Rho_Pro	41.834655	-71.39653	North_America	USA	Providence	Rhode Island	10	12	6	6	2015	162	FALSE	NA	BR-11	TR-1	NA	Weymouth Street	NA	3	34	wild	pooled	NA	Illumina HiSeq 2000	dest_plus	J. Lange et al	SRR14308768	https://doi.org/10.1093/molbev/msab368	NA	NA	NA	NA	NA	NA	NA	0.011967097	0.010742	0.299484142	3.282848603	15.99999347	0.034266058	Pass	NA	NA	4	4	3	4	NA
US_Rho_Pro_4_2014-09-25	RI_pvdfall4_25_Sep_2014	US_Rho_Pro	41.823834	-71.396821	North_America	USA	Providence	Rhode Island	24	26	9	9	2014	268	FALSE	NA	BR-4	TR-1	NA	Student Garden	NA	4	41	wild	pooled	NA	Illumina HiSeq 2000	dest_plus	J. Lange et al	SRR14308765	https://doi.org/10.1093/molbev/msab368	NA	NA	NA	NA	NA	NA	NA	0.013408214	0.013242	0.355417802	3.614791792	28.9850077	0.008254215	Pass	NA	NA	4	4	3	4	NA
US_Rho_Pro_4_2015-06-11	RI_pvdspring12_11_Jun_2015	US_Rho_Pro	41.834655	-71.39653	North_America	USA	Providence	Rhode Island	10	12	6	6	2015	162	FALSE	NA	BR-12	TR-1	NA	Weymouth Street	NA	4	34	wild	pooled	NA	Illumina HiSeq 2000	dest_plus	J. Lange et al	SRR14308767	https://doi.org/10.1093/molbev/msab368	NA	NA	NA	NA	NA	NA	NA	0.042632296	0.010839	0.298301143	3.349860082	15.76479471	0.030329193	Pass	NA	NA	4	4	3	4	NA
US_Rho_Pro_5_2014-09-25	RI_pvdfall5_25_Sep_2014	US_Rho_Pro	41.825072	-71.412921	North_America	USA	Providence	Rhode Island	24	26	9	9	2014	268	FALSE	NA	BR-5	TR-1	NA	Mixed locations	NA	5	41	wild	pooled	NA	Illumina HiSeq 2000	dest_plus	J. Lange et al	SRR14308764	https://doi.org/10.1093/molbev/msab368	NA	NA	NA	NA	NA	NA	NA	0.013698209	0.013635	0.360091779	3.79504537	32.16768926	0.011115139	Pass	NA	NA	4	4	3	4	NA
US_Rho_Pro_5_2015-06-11	RI_pvdspring2_11_Jun_2015	US_Rho_Pro	41.833989	-71.4047	North_America	USA	Providence	Rhode Island	10	12	6	6	2015	162	FALSE	NA	BR-2	TR-1	NA	Brown Street Park	NA	5	34	wild	pooled	NA	Illumina HiSeq 2000	dest_plus	J. Lange et al	SRR14308761	https://doi.org/10.1093/molbev/msab368	NA	NA	NA	NA	NA	NA	NA	0.012253249	0.010975	0.297490401	3.259354927	14.83052604	0.025787142	Pass	NA	NA	4	4	3	4	NA
US_Rho_Pro_6_2015-06-11	RI_pvdspring3_11_Jun_2015	US_Rho_Pro	41.827639	-71.401978	North_America	USA	Providence	Rhode Island	10	12	6	6	2015	162	FALSE	NA	BR-3	TR-1	NA	Center for Environmental Studies	NA	6	34	wild	pooled	NA	Illumina HiSeq 2000	dest_plus	J. Lange et al	SRR14308760	https://doi.org/10.1093/molbev/msab368	NA	NA	NA	NA	NA	NA	NA	0.012065688	0.010785	0.303736068	3.350248018	15.96811298	0.035522049	Pass	NA	NA	4	4	3	4	NA
US_Rho_Pro_7_2015-06-11	RI_pvdspring4_11_Jun_2015	US_Rho_Pro	41.827639	-71.401978	North_America	USA	Providence	Rhode Island	10	12	6	6	2015	162	FALSE	NA	BR-4	TR-1	NA	Center for Environmental Studies	NA	7	34	wild	pooled	NA	Illumina HiSeq 2000	dest_plus	J. Lange et al	SRR14308759	https://doi.org/10.1093/molbev/msab368	NA	NA	NA	NA	NA	NA	NA	0.012047131	0.010364	0.298753626	3.272769587	14.85978328	0.028633507	Pass	NA	NA	4	4	3	4	NA
US_Rho_Pro_8_2015-06-11	RI_pvdspring5_11_Jun_2015	US_Rho_Pro	41.823612	-71.389529	North_America	USA	Providence	Rhode Island	10	12	6	6	2015	162	FALSE	NA	BR-5	TR-1	NA	Fox Point Community Garden (Gano Park)	NA	8	34	wild	pooled	NA	Illumina HiSeq 2000	dest_plus	J. Lange et al	SRR14308774	https://doi.org/10.1093/molbev/msab368	NA	NA	NA	NA	NA	NA	NA	0.012189911	0.010054	0.310852896	3.635684763	19.70043738	0.030547584	Pass	NA	NA	4	4	3	4	NA
US_Rho_Pro_9_2015-06-11	RI_pvdspring6_11_Jun_2015	US_Rho_Pro	41.823612	-71.389529	North_America	USA	Providence	Rhode Island	10	12	6	6	2015	162	FALSE	NA	BR-6	TR-1	NA	Fox Point Community Garden (Gano Park)	NA	9	34	wild	pooled	NA	Illumina HiSeq 2000	dest_plus	J. Lange et al	SRR14308773	https://doi.org/10.1093/molbev/msab368	NA	NA	NA	NA	NA	NA	NA	0.012172341	0.010003	0.298640192	3.389874558	13.07824838	0.024130281	Pass	NA	NA	4	4	3	4	NA
